QueryText,KccAns
"farmer asked query about  whitefly and jassids management in cotton?
","recommended to spray afidopyropen (safina) 400 ml / 200 litres of water /acre 
ఆఫీడోపైరోపేన్ (సఫీనా) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి    
"
"farmer asked query on mites aphids ,jassids management in cotton","recommended to spray  delegate (spinetoram)  160-200ml/acre/200 lit of water  డెలిగేట్ (స్పినెటోరం) 160-200ml/acre/200 లీటర్ల నీటిని పిచికారీ చేయాలని సిఫార్సు చేయబడింది.
"
"farmer asked query about jassids and aphids management in cotton?
","recommended to spray fipronil +imidacloprid (police,lesenta) 100gm/ 200 liter of water/ acre
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on whitefly and jassids management in cotton ,recommended to spray dimethoate  (roger) 400 ml /200 litres of water /acre డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"	farmer asked query about pink boll worm , whitefly and jassids management in cotton?
","recommended to spray  emamectin benzoate 1.5% + fipronil 3.5% sc (crystal crop apex - 50) 200 - 250ml / acre (1 - 1.5 ml/lt)
ఇమామెక్టిన్  బెంజోయిట్ 1.5% + ఫిప్రోనిల్ 3.5% sc (క్రిస్టల్ క్రాప్ అపెక్స్ - 50) 200 - 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
farmer asked query about mealy bug management in cotton ,"recommended to spray dimethoate  (rogore) 400 ml /200 litres of water /acre 
 డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
 
"
farmer asked query about boll worm  management in cotton ,"recommended to spray spinosad  (tracer)  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
"	farmer asked query about  whitefly and jassids management in cotton?
","
recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి(aphid,jassid,whitefly,thrips,bph,dbm)  
"
"farmer asked query about helicoverpa management in cotton?
","recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"	farmer asked query about  whitefly, mites and jassids management in cotton?
","recommended to spray spirotetramat 11.01% + imidachloprid (movento energy) 200 ml/200 litres of water /acre 
స్పైరోటెట్ట్రమాట్ 11.01% + ఇమిడాక్లోప్రిడ్ (మొవెంటో ఎనర్జీ)  200 మిల్లి /200 లీటర్ల నీటికి  కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి - "
farmer asked query about aphid and jassids management in cotton ?,"recommended to spray imidacloprid (confidor) 60 ml/200 litres of water /acre 
ఇమిడాక్లోప్రిడ్ 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 
"
"	farmer asked query about  whitefly,thrips and aphids management in cotton?
","recommended to spray afidopyropen (safina) 400 ml / 200 litres of water /acre 
ఆఫీడోపైరోపేన్ (సఫీనా) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి - whitefly    
"
farmer asked query about green leaf hoppers management in cotton,"అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
వేప నూనె 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
"
"farmer asked query on weed management in cotton field having mixture of 5,10,15 days cotton seedlings","పైరు మొలిచిన 15-20 రోజుల తరువాత వెడల్పాకు కలుపులు నివారణకు 
recommended to spray pyrithiobac sodium (heet weed/theam) 250 ml /200 litres of water per acre 
పైరిథయోబాక్ సోడియం (హిట్ వీడ్ , థీమ్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  "
weather information for weeding,"cloudy weather, there is a chance of  showers in your area  

    మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
"farmer asked query on whitefly,jassids and mites management in cotton","recommended to spray tolfenpyrad 15% ec  400 ml/200 litres of water / acre - mites & sucking pests  
టోల్ ఫెన్ ఫైరాడ్ (కీఫన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked qyery about thrips management in cotton ?,"డైఫేన్తురాన్+బైఫేన్ త్రిన్ (అదామా -టాకాఫ్) 250 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
or
ఇథియోన్ +సైపర్ మెత్రిన్ (టాటా  - నగాటా) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
farmer asked query about post emergence weed management in cotton ,"call  disconnected due to technical issue , recommended to call again aftersome, we are available from 6:00 am to 10:00 pm"
farmer asked query about rot management in cotton,"కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about pi-keefun uses in cotton,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

pi keefun is a meti (mitochondrial electron transfer inhibitor) insecticide that is effective against a broad range of sucking and chewing pests, including aphids, thrips, diamondback moth, tobacco caterpillar, scale insects, and some fungal diseases"
farmer asked query on caterpillar mangement in cotton,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query about sucking pest prevention in  cotton?
","recommended to spray imidacloprid (confidor) 60 ml /200 litres of water / acre       
ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి +recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  


"
farmer asked about flower drop management in cotton,"recommended to spray naphthalene acetic acid (planofix) 40 ml / 200 litres of water 
పూత పిందె రాలకుండా - నాప్తలీన్ అసిటిక్ ఆసిడ్ (ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరాకు పిచికారి చేయాలి 

"
"farmer asked query about sucking pest  and caterpillar management in cotton


","--recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
 recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ."
flower thrips management in cotton?,recomended to spray spinotorum (delegate ) 160-180 ml/acre
"farmer asked query about caterpillar management in cotton
 ","--recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water 
"
farmer asked query about sucking  pest  management in cotton ,"recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre
 fipronil  +imidacloprid (police, lesenta) 100 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about plant protection of cotton ,recommended to call again after sometime 
farmer asked query about sucking pest  and caterpillar management in cotton,"recommended to spray   apex-50 (emamectin benzoate 1.5% + fipronil 3.5% sc)-200-250ml/acre
అపెక్స్-50 (ఎమామెక్టిన్ బెంజోయేట్ 1.5% + ఫిప్రోనిల్ 3.5% sc)-200-250ml/acre పిచికారీ చేయడానికి సిఫార్సు చేయబడింది"
farmer asked query fruit borer management in cotton?,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre 
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ."
farmer asked query about jassids and aphids management in cotton?,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"	farmer asked query about jassids management in cotton?
","recommended to spray afidopyropen (safina) 400 ml / 200 litres of water /acre 
ఆఫీడోపైరోపేన్ (సఫీనా) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  

"
farmer asked query about emamectin and novaluran efficiency in cotton,"నొవాల్యూరాన్ , ఏమామెక్టిన్  బెంజోయిట్ మంచిగానే పనిచేస్తుంది , వారం రోజులు చుడండి సార్ "
farmer asked query on white fly and borer management in cotton ,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
"farmer asked query about weather
","మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
"farmer asked query about weather

","మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
"
farmer asked query about pink bollworm management in cotton ? ,"recommended to spray  delegate (spinetoram)  160-200ml/acre/200 lit of water  డెలిగేట్ (స్పినెటోరం) 160-200ml/acre/200 లీటర్ల నీటిని పిచికారీ చేయాలని సిఫార్సు చేయబడింది.
"
farmer asked query on sucking pest (white fly )management in cotton ? ,"recommended to spray tolfenpyrad 15% ec (pi-keefun , tychi) 400 ml/200 litres of water / acre (2 ml/lt) 
టోల్ ఫెన్ ఫైరాడ్ (కీఫన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on jassids and mealybug management in cotton,"recommended to spray acephate (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query leaf spot management in  cotton
","recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked qued query about fertilizer management in cotton ?,"40 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
"
"farmer asked query on boll worm  management in cotton
","recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water 
"
"	farmer asked query about wilt( fusarium wilt,verticelium wilt) management in cotton?
","recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about  beetles management in cotton?," recommended to spray chlorpyrifos  20 ec (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి +recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  


"
farmer asked query about sucking pes management in cotton ?,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి -sucking pest & mites
"
farmer asked query about alternaria  leaf blighat management in cotton ?,"కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query alternaria leaf blight management in cotton ? ,"recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
"
"farmer asked query about sucking pest prevention in cotton ?
","recommended to spray imidacloprid (confidor) 60 ml in 200 liters of water/ 1 acre.
ఇమిడాక్లోప్రిడ్ (కాన్ఫిడార్) అనే మందును ఎకరాకు 60 మిల్లి లీటర్లను 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయండి +recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  

"
"farmer asked query about sucking pest and caterpillar management in cotton ?
","recommended to spray  diafenthriuron 47% + bifenthrin 9.4%  (adama -takaf) 250ml / 200 litres of water /acre 
డైఫేన్తురాన్+బైఫేన్ త్రిన్ (అదామా -టాకాఫ్) 250 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
"farmer asked query about sucking pest management in  cotton
","recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ."
"farmer asked query about sucking pest(thrips,whitefly,jassids) management in cotton?
","recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  

"
farmer asked query on pyriproxyfen 10% ec use in cotton crop ? ,"it was introduced to the us in 1996, to protect cotton crops against whitefly. it has also been found useful for protecting other crops. it is also used as a prevention for flea control on household pets, for killing indoor and outdoor ants and roaches."
farmer asked about weather forecast,"cloudy weather, there is a chance of  showers in your area  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
farmer asked query about pink boll worm prevention in cotton ?,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query about pest management in   cotton ?,"recommended to spray thiodicarb (larvin) 300 gr/ 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on aphids management in groundnut?,-recommended to  spray  fipronil+ flonicamid (upl-apache) 160 gm/200 lit of water/acre.
farmer asked query about leaf hoppers management in cotton,"ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
 వేప నూనె 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)

"
farmer asked query about cercospora leaf spot leaf spot management in cotton ?,"కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about tobacco caterpillar management in cotton ,"recommended to spray spinosad 45% sc (tracer) 64ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on aphids and mealy bug management in cotton ?
","recommended to spray dimethoate  (rogore) 400 ml /200 litres of water /acre 
 డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి + recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  

"
farmer asked query about cremit for pink bollworm management in cotton,cremit pbw is a green labelled pheromone based formulation used for the management of pink bollworm (pectinophora gossypiella) in cotton.
farmer asked weather he can mix imidacloprid and agromin max together?,suggest to do jar test before spraying
"farmer asked query about weed management in cotton - dosage of azil and heet weed
","recommended to spray propaquizafop 10% ec (agil) 250 ml/200 litres of water /acre
 ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  -onion,black gram,soya bean,castor
recommended to spray pyrithiobac sodium (heet weed/theam) 250 ml /200 litres of water per acre 
పైరిథయోబాక్ సోడియం (హిట్ వీడ్ , థీమ్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  "
"farmer asked query on pink tobacco catterpiller management in  cotton
","recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query about caterpillar(tobacco caterpillar , helicoverpa,pink bollworm ) management in cotton?
","recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
farmer asked query about thrips and mealy bugs management in cotton ?,"recommended to  spray  fipronil+ flonicamid (upl-apache) 160 gm/200 lit of water/acre
ఫిప్రోనిల్+ఫ్లోనికామిడ్( యు. పి .ల్  - అపాచి ) 160 గ్రాములు / 200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి cotton-aphids, jassids, thrips and whiteflies , mealy bugs
"
"farmer asked query about weed management in cotton - 35 days crop
","వర్షాలు ఎక్కువగా ఉండి, అంతరకృషి ద్వారా కలుపు నివారణ వీలు కాని పరిస్థితులలో పారాక్వాట్ 5 మి.లీ. లేదా గ్లేఫోసేట్ 10 మి.లీ. మరియు 10 గ్రా. ల యూరియాతో లీటరు నీటికి కలిపి ప్రత్తి మొక్కలపై పడకుండా, పరుసల మధ్య కలుపు మీద మాత్రమే పడేటట్లుగా పిచికారి చేస్తే, కలుపు నివారణ బాగా జరుగుతుంది."
farmer asked query on boll worm management in cotton,"-recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  profenofos+cyper methrin (rocket) dosage,"recommended to spray  profenofos+cyper methrin (rocket) 400 ml /200 litres of water / acre 
ప్రొఫెనోఫాస్+సైపర్ మేత్రిన్ (రాకెట్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about mite and white fly and jassids management in cotton ,"recommended to bayer -movento energy (spirotetramat 11.01% + imidacloprid 11.01% w/w sc) -200-250 ml/200 litres of water /acre.
మూవెంటో ఎనర్జీకి (స్పిరోటెట్రామాట్ 11.01% + ఇమిడాక్లోప్రిడ్ 11.01% w/w sc) -200-250 ml/200 లీటర్ల నీరు /ఎకరం."
farmer asked query on sucking pest ( white fly ) management in cotton ? ,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .-"
"farmer asked query about nutrient management in cotton - mg deficiency
","recommended to spray zinc sulphate 2 gram /1 liter of water. 
జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
"
farmer asked query on white fly and jasside management in cotton ? ,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
"farmer asked query on nutrient management in cotton - flowering
","recommended to spray potassium nitrate 13-0-45  5 grams/1 liter of water (1kg/acre/200 lt of water)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
recommended to spray borax  3 grams /1 liter of water(600 grams/200 litres of water /acre)        బోరాక్స్ 3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (600 గ్రాములు /ఎకరానికి)
                      
"
farmer asked about bacterial leaf spot management in cotton,"recommended to spray copper oxy chloride  (blitox) 600  gm + streptocycline  20 gram /200 litres of water / acre (rots,wilt,bli,l.s) 
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు+స్టెఫ్టోసైక్లిన్ 20 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about sucking pest(aphid) management in cotton?,"recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి(aphid,jassid,whitefly,thrips,bph,dbm)  

"
farmer asked query about pink boll  worm management in cotton?,"recommended to spray thiodicarb (larvin) 300 gr/ 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
or
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
