QueryText,KccAns
farmer asked query about  leaf miner management in groundnut?," recommended to spray chlorpyrifos 20 ec  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
+recommended to spray azadirhachtin (neem  oil) 1 litre / 200 litres of water /acre
వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)(1500ppm)
"
farmer asked query about tikka disease management in groundnut. ,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query on flubendiamide (fame) doses in groundnut crop ? ,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
 groundnut alternaria leaf blight control management ?,( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి  recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
farmer asked query on disease  management in ground nut,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query on caterpillar  management in groundnut
","సైంట్రానిలిప్రోల్ + డయాఫెంథియురాన్ (సింజెంటా - ప్లెసివా) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
 farmer asked query about fertilizer management in groundnut,"మొత్తం భాస్వరం, పొటాష్ ఎరువులను విత్తే సమయంలోనే వేసుకోవాలి. ఎకరానికి 100 కిలోల సూపర్ ఫాస్ఫేట్, 33 కిలోల మ్యూరేట్ ఆఫ్ పొటాష్ మరియు 18 కిలోల యూరియాను విత్తే సమయంలో వేసుకోవాలి"
farmer asked query on leaf miner control in groundnut,"recommended to spray imidacloprid (confidor) 80 ml /200 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
   farmer asked query on sucking pest control in ground nut -white fly,"recommended to spray difenthiuron (pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
farmer asked about peanut bud necrosis virus management in groundnut,"recommended to spray betacyfluthrin+imidacloprid (bayer - soloman) 400 ml / 200 litres of water /acre 
బీటా  సైఫ్లూత్రిన్+ఇమిడాక్లోప్రిడ్ (బెయెర్ -సోలొమన్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on groundnut necrosis virus  disease management in groundnut,"recommended to spray tebuconazole  25.9ec (folicur) 300 ml /200 litres of water / acre  (powder 25%wg- 300gr/acre) 
టెబ్యుకొనజోల్   300ml / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
and
recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on disease management in ground nut ?,"--recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query about nematode management in groundnut
","ఫ్లుయెన్స్యూల్ఫోన్ 2% గుళికలు (అదామా- నిమిట్జ్) 5 -10 గ్రాములు/మొక్కకి 
                                                 or
కార్బోఫ్యూరాన్ 3 g గుళికలు  400 గ్రాములు / ఒక ఎకరాకు వేసుకోవాలి 

"
 groundnut root rot control management ? ,కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
farmer asked query on bud necrosis  management in groundnut,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
and
recommended to spray  difenoconazole  (score)  100 ml /200 litres of water /acre   
డైఫెనకోనజోల్   100 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి                                                                                                                                                                                                           



"
farmer asked about pest management in groundnut,"--recommended to spray flubendamide + thiachloprid (belt expert) 80 ml/200 litres of water / acre 
ఫ్లూబెండమైడ్ + థియాక్లోప్రిడ్ (బెల్ట్  ఎక్స్పర్ట్) 80 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి  
"
nematodes management in ground nut ?,recommended to apply carbosulphan granules 5 kgs/acre
farmer asked query about sucking pest(thrips - pea nut bud necrosis virus)  management in groundnut?,"recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  "
  farmer asked query on  early leaf spots disease control in ground nut,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about on root  rot management in ground nut ?,"recommended to spray copper oxy chloride  (blitox)(blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. "
   farmer asked query on fertilizer management  in groundnut,recommended to apply urea 9 kgs/acre
farmer asked query about  root grub management in groundnut ,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about thiamethoxam dose to spray in groundnut ?,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about novaluron 5.25% + emamectin benzoate 0.9% dose to spray in groundnut ?,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9% @ 320 ml /acre/200lit of water 
"
 farmer asked query on  difenthiuron uses,"difenthiuron uses-
it is a broad spectrum insecticide which controls whiteflies, aphids, jassids & thrips in cotton, diamond black moth (dbm) in cabbage, mites in chilli & whiteflies in brinjal. spectrum of action and uses: it controls nymphs and adults and gives longer lasting control."
groundnut leaf spot  control management ?,"recommended to spray propiconazole (tilt) 200 ml/200 liters of water/acre
"
farmer asked about weed management in 70days groundnut,--suggested to do inter cultivation
sucking pest and borer management in ground nut ?,recommended to spray  quinalphos 25% ec (ekalux) 300ml to 400ml /200 liter of water/acre
"farmer asked query on stem rot disease  management in groundnut
","recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on caterpillar&sucking pest management in groundnut 

","recommended to spray bifenthrin (marker) 400 ml /200 litres of water /acre  
బైఫెన్ త్రిన్ (మార్కర్) 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on weed management in groundnut-60 days old crop, no weedcide recommended in groundnut-60 days old crop
farmer asked query on caterpillar managemnet in groundnut,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on mite management in groundnut,"recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query on fertilizers  management in groundnut ? 
 ",recommended to fertilisers: urea 10kg mop-8-10kg/acre
   farmer asked query on disease control in ground nut - stem rot,"--recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  "
groundnut thrips control management , ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
root grub management in ground nut ?,recommended to apply carbofuran 3 g granules 2-3 kgs/acre
  farmer asked query on weed  management in groundnut-pre emergence,"recommended to spray pendimethalin (stamp) 1 litre /200 litres of water acre 
 పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
1.farmer asked query on about sucking pest (whiteflies)  control in groundnut crop ?,"recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ (రీజెంట్ ) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
farmer asked about sucking pest management  in groundnut,"recommended to spray difenthiuron (pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked asked about caterpillar mangemnt in groundnut,"recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked about papaya leaf curl virus management,"recommended to spray fipronil +imidacloprid (police,lesenta) 100gm/ 200 liter of water/ acre
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query about stem rot management in groundnut?,"recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
"farmer asked query about caterpillar  management in groundnut ?
","recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
farmer asked about nutrient management in (fe) groundnut,"recommended to spray  ferrous  sulphate 2 gm + citric acid 1 gm / 1 liter of water
ఫెర్రస్ సల్ఫేట్ (అన్నభేది) 2 గ్రాములు + నిమ్మ ఉప్పు 1 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి (400+200 గ్రాములు)
"
"
gezeko® fungicide | fmc uses on crop plants?",recommended to spray gezeko to control diseases on crop plants.
"farmer asked query on compatibility of hexaconazol,imidacloprid and 1919-19 nutrient solution","recommended to go for compatibility test between  hexaconazol,imidacloprid and 1919-19 nutrient solution before spraying"
sucking pest and borer  management in ground nut?,"recommended to spray bifenthrin (markar) 400 ml /200 litres of water /acre  
  బైఫెన్ త్రిన్ 400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about shanmukha imidachloprid 70wg dosage,it is used for sucking pest
farmer asked query on tobacco caterpillar  management in groundnut,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
can i mix nutrients along with insecticides?,పురుగుల మందులతో పోషకాలు కలపకూడదు.
farmer asked query on stem rot   management in groundnut,"
recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
"
taqat fungicide uses  on crop plants?,"
recommended to spray hexaconazole + captan (taqat) 400 grams/200 litres of water /acre
హెక్సకోనజోల్ + కాప్టెన్ (టకట్) 400 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
tikka leaf spot management in ground  nut?,recommended to spray mancozeb 400 gm/acre 2 gm/1 ltr of water
farmer asked query on vayego tetraniliprole doses ? ,"recommended to spray  100ml , 200 liters of water /acre 
"
groundnut leaf spot control nmanagement,"recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre
"
shoot rot management in ground nut?,mancoze +tricogel dosage 500 gm/acre
farmer asked about  cuscuta weed management ,suggested to do inter cultivation
farmer asked query on dosage of contaf (hexaconazole) ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query on tata contaf plus dosage ,recommended to tata contaf plus (hexaconazole 5% sc)- 2ml/lit of water
farmer asked query about wild pig management in groundnut?,"200గ్రా ఫోరేట్/తిమ్మెట్ గుళికలను 1 కేజీ ఇసుకలో కలిపి గుడ్డ సంచిలో కానీ ప్లాస్టిక్ సంచిలో కానీ మూట కట్టి , చిన్న రాంద్రాలు చేసి పంట చుట్టు ఒక అడుగు దూరం లో 3 మీటర్లకు ఒకటి చొప్పున కర్రలు పాఠి  60-100 సెం.మీ. ఎత్తులో ఈ సంచులు వాటికి కట్టాలి. "
farmer asked query about peanut bud necrosis management in groundnut ,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about thrips (p.b.n.v - peanut bud necrosis virus) management in groundnut?,"recommended to spray thiamethoxam (actara) 40 grams /200 litres of water / acre - whitefly
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or 
recommended to spray fipronil +imidacloprid (police,lesenta) 100gm/ 200 liter of water/ acre
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query about root grub management in groundnut?,"recommended  to apply carbofuran 3g granules 8 to 10 kg per acre
కార్బోఫ్యూరాన్ 3 g గుళికలు  8 -10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
or
recommended to spray chlorpyrifos 20 ec (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పు న కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
note:వేరు పురుగుతో పాటుగా పచ్చ పురుగు ఉంది కాబట్టి క్లోరోఫైరిఫాస్ పిచికారి చేయాలి.
"
farmer asked query on nano urea dosage in groundnut,recommended to  nano urea dosage in groundnut-500 ml/acre
farmer asked query on hexaconazole 5% + captan 70% wp dosage,recommended to hexaconazole 5% + captan 70% wp dosage: 2gm / ltr of water
"
farmer asked query about caterpillar management in ground nut
","recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 


"
farmer asked about how to overcome fungal diseases in groundnut,suggest to apply trichoderma  2kgs with farm yard manure
"farmer asked query on disease management of ground nut - tikka leaf spot
","recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
"
farmer asked query about early tikka leaf spot management in groundnut,"ఫ్లూక్సపైరక్సడ్  + పైరక్లోస్ట్రోబిన్ (basf-ప్రియాక్సర్ , మెరివోన్) 120  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి  
"
"farmer asked query about thikka leaf spot management in groundnut?
","recommended to spray chlorothalonil (kavach , jatayu) 400 grams /200 lt of water / acre      
క్లోరోతలోనిల్ (కవాచ్ , జటాయు ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on disease  management in ground nut
","recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
"
farmer asked query about wild pig management in groundnut ?,"1. 500 మిల్లి లీటర్ల ఎకోడోన్ ను 40 లీటర్ల నీటికి కలపాలి.
2.  దానిలో జనప నార లేదా ప్రత్తి తాడును ముంచి పొలం చుట్టూ కట్టాలి. 
3. వారానికి ఒక సారి తేమ కోసం తాడును తడుపుతూ ఉండండి.
4. పందులు మరియు ఎలుకలు ఆ వాసనను తట్టుకోలేక    వెళ్లిపోతాయి

"
farmer asked about weed management in groundnut 35 days,suggested to do inter cultivation
tikka leaf spot management inground nut?,"recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about taqat uses and dosage in groundnut?,"recommended to spray hexaconazole + captan (taqat) 400 grams/200 litres of water /acre
హెక్సకోనజోల్ + కాప్టెన్ (టకట్) 400 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
control - thikka leaf spot in groundnut
do not mix with 13-0-45 
"
farmer asked query about fertilizer management in groundnut,"ground nut :        
ఆఖరి దుక్కిలో : పశువుల ఎరువు : 4 - 5 ట / ఏ

                   ఖరీఫ్(కే/ఏ)                           రబీ (కే/ఏ)
రకాలు : యూరియా : 18                   18  విత్తే సమయంలో, 9 (30రోజులకు)                          
                 ఫాస్ఫేట్   : 100 (దుక్కిలో)                100 (దుక్కిలో)  200 kg gypsum
                  పొటాష్    :  33  (దుక్కిలో)                     33 (దుక్కిలో)
"
farmer asked query about root rot in groundnut ?,కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
groundnut fruit rot / leaf spot control management ,ప్రొపికోనజోల్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.  
farmer asked query on root rot  management in groundnut,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .

and

recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
"
"farmer asked query on sucking pests management in ground nut
","recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
"farmer asked query about wilt management in groundnut
","కాపర్ ఆక్సీక్లోరైడ్ 600 గ్రాములు + స్టెఫ్టోసైక్లిన్ 20 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి (మొక్క మొదలు తడిచేలా పిచికారీ చేయండి)
"
farmer asked query about thrips management in groundnut.,"recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre
"
farmer asked query on root grub   management in groundnut,"recommended to spray  chlorpyrifos   (corabon/predator) 50ec - 320ml/200 litres of water / acre   
 క్లోరోఫైరిఫాస్   320 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
root rot in groundnut ?,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on weed management in groundnut 55 days crop,"వేరు శనగ అంతర్ కృషి:
విత్తిన 45 రోజులలోపు ఎలాంటి కలుపు లేకుండా చూడాలి.45రోజుల తర్వాత ఏవిధమైన అంతరకృషి చేయరాదు లేనిచో ఊడలు దెబ్బతిని దిగుబడి తగ్గుతుంది."
farmer asked query about disease management in ground nut ?,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
or
recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
takaf insecticide uses on crop plants?,recommended to spray takaf on sucking pest management on crop plants.
farmer asked about tikka leaf spot  managemnt in groundnut,"recommended to spray carbendazim 12%+mancozeb 63%wp (upl saaf) 400 gm / 200 lit of water /acre (l.s,bla,rust)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి

"
"farmer asked query about sucking pest(jassids ,white fly,mite)management in groundnut?","recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి.
"
farmer asked query on thiophanate methyl 70 % wp (roko) uses,"   crop	               disease	                                                                   method
1.paddy	              blast, sheath blight	                                                 st/spray

2.chillies	            powdery mildew anthracnose, fruit rot	                   spray

3.tomato	            wilt, damping off stem rot, leaf spot	                     st/spray

4.potato	             black scurf, tuber decay tuber rot, leaf spot	      spray"
"farmer asked query about sucking pest  and caterpillar management in groundnut
","కార్బోసల్ఫాన్ (మార్షల్ ) 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
root  rot in groundnut management ,కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి .
farmer asked query about pest management in ground nut ?," recommended to spray thiodicarb (larvin) 300 gr/ 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about saaf dosage ? ,"కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query  about caterpillar management in groundnut?
"," recommended to spray chlorpyrifos 20 ec  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి +recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  

"
farmer  asked query on borer managemnet in groundnut ,"recommended to spray chlorpyrifos  (coraban/predator/altima) 500 ml/200 litres of water 
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query about caterpillar management in groundnuit ,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water "
borer maangement in ground nut?,recommended to spray quinolphos  (ekalux) 2 ml/1 ltr of water 400m/acre
"farmer asked query   caterpillar management in ground nut
",recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked query on stem  rot management in groundnut,"recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్   200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about mixing of nagastra with  lihocin in groundnut?,recommended to do not mix nagastra with  lihocin
"farmer asked query about fertilizer management in groundnut?
","జిప్సం - 200 కిలోలు చొప్పున ఒక ఎకరాకు  గరిష్ట పూత దశలో ( ఖరీఫ్ లో విత్తిన 35 - 40 రోజులకు , రబీలో 40-45 రోజులకు ) వేసుకోవాలి. 
రెండవసారి కలుపు తీసే ముందు జిప్సం ను వేసి తవ్వితే కాయలు  అభివృద్ధి చెందే పొరల్లో ( 4-5 సెం . మీ  లోతులో ) పడుతుంది.
"
"farmer asked query about fertilizer management in ground nut
","recommended fertilizers in ground nut

urea 9-10 kg + 200 kg gypsum during pegging stage"
rust management in ground nut?,recommended to spray chlorothalonil (kavach) 400 gm/acre 2 gm/1 ltr of water
farmer asked query on about catterpiller management in ground nut,"recommended to spray novaluron (remon) 300 ml/200 litres of water 
or
recommended to apply carbofuran 3g granules 8-10 kg/acre"
