QueryText,KccAns
"farmer asked query about sucking pest management in green gram 
",డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు / 150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి
farmer asked query on catterpiller and white fly management in green gram,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
flea beetle management in green gram?,recommended to spray chlorpyriphos (corabon) 500 ml/acre 
 farmer asked query on yellow mosaic  management in green gram,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on weed management in green gram -15 days old crop,"recommended to spray propaquizafop 10% ec (agil) 250 ml/200 litres of water /acre
 ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  "
" farmer asked query about weed management in greengram?
","     recommended to manual weeding
      (మనుషులతో కలుపును తీయించుకోవాలి.)
"
"farmer asked query on fertlizers application in greengram
","green gram & black gram :
ఆఖరి దుక్కిలో : పశువుల ఎరువు : 2 ట / ఏ
యూరియా : 18 కేజీలు , ఫాస్ఫేట్ : 125 కేజీలు(విత్తనము చల్లే ముందు)
or
రసాయనికి ఎరువులు
ఎకరాకు 8 కిలోల నత్రజని, 20 కిలోల భాస్వరం నిచ్చే ఎరువులు ఆఖరి దుక్కిలో వేసుకోవాలి. అనుగా 18 కిలోల యూరియా, 125 కిలోల సింగిల్ సూపర్ ఫాస్ఫేట్ లేదా 50 కిలోల డి.ఎ.పి.ని వాడాలి. అవసరం మేరకు పోషకాలను పై పాటుగా పిచికారి ద్వారా అందించాలి. భూసార పరీక్షా ఆధారంగా సిఫార్సు మేరకు రసాయనికి ఎరువులు వేయాలి.
"
green gram powdery mildew management ?,హెక్సాకొనజోల్ (కాంటాఫ్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి .
post emergence weed management in green gram?,ఇమజితాఫిర్ (పర్సుట్) 300 మిల్లి లీటర్లు   200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked borer management in green gram ,recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
root rot  management in green gram,"recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
sucking pest management in grren gram ,"recommended to spray imidacloprid (confidor) 60 ml in 200 liters of water/ 1 acre.
ఇమిడాక్లోప్రిడ్ (కాన్ఫిడార్) అనే మందును ఎకరాకు 60 మిల్లి లీటర్లను 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయండి "
green gram  leaf spot  management ,- 
sucking pest management in greengram ,"recommended to spray fipronil +imidacloprid (police,lesenta) 100gm/ 200 liter of water/ acre
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query  borer management in green gram ,"recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
recommended to spray belt  expert ( flubendamide  + thiachloprid ) @ 80 ml per acre/200 lit of water"
"farmer asked query about yellowvine mosaic management in greengram
","
recommended to spray acetamiprid (pride) 40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query about powdary mildew management in greengram
","recommended to spray  difenoconazole (score)  100 ml /200 litres of water /acre   
డైఫెనకోనజోల్ (స్కోర్)  100 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి                    
or
nagarjuna index myclobutanil 10% wp systemic fungicide
dosage: 150 gm/acre"
grren gram  leaf eating caterpillar management ,- 
leaf folder management in green gram,recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"farmer asked query on leaf spots/blight management in green gram 
","recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
white fly management in greengram?, ట్రైజోఫాన్ 2.0 మి.లీ. లేదా ఎసిటామిప్రిడ్ 0.2 గ్రా. లేదా డైఫెన్ తయూరాన్ 1.5 గ్రా.
query on stem rot mnagement in green gram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
spotted pod borer management in green gram?,నొవాల్యురాన్ (రెమోన్)  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
disease management in greengram?,లీటరు నీటికి 3 గ్రా. నీటిలో కరిగే గంధకం లేదా 1 గ్రా. ధయోఫానేట్ మిధైల్ లేదా 2 మి.లీ. హెక్సానజోల్ పిచికారి చేయాలి. మైక్లోబూటానిల్ 0.5 గ్రా. లేదా డైఫెన్ కోనాజోల్ 1.0 మి.లీ. కలిపి 10-15 రోజులు వ్యవధిలో 2 సార్లు పిచికారి చేయాలి.
"farmer asked query about catterpillars management in greengram
",recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query on intercropng ,for more details contact your mao
spotted pod borer management in green gram? ,recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
insect pest management in green gram?,క్లోరాoట్రానిలిప్రొల్ 0.3 మి.లీ. ప్లూబెండమైడ్ 0.2 మి.లీ./లీ. లేదా లామ్డాసైహలోత్రిన్ 1 మి.లీ./లీ.
sucking and borers management in green gram crop ,"recommended to spray lambda cyhalothrin   + thiamethoxam (allika) 80 ml  /200 litres of water /  acre
లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% ,   80 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
green gram leaf folder management ," recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water 

క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
"farmer asked query on spotted pod borer management in greengram
","recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray  chlorantraniliprole + lambda-cyhalothrin (ampligo) 100 ml/200 liter of water/acre   
క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్ (అంప్లీగో) 100 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
fertilizer schedule in green gram,recommended to apply urea 50 kgs fym 200 kgs/acre phosphorous -25 kgs
aphid and borer management in green gram,"recommended to spray  quinalphos 25% ec (ekalux) 300ml to 400ml /200 liter of water/acre
"
farmer asked query about caterpillar management in green gram ?," heavy : క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
or
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on fertilizer management in green gram ? ,recommended to apply urea 30 kg and mop 10 kg per / acer 
borer management in cowpea,recommended to spray quinolphos (ekalux) 2 ml/1 ltr of water 400ml/acre 
green gram  aphids control management ?,"వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
farmer asked query on yellow mosaic  management in green gram,"recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre"
farmer asked query about whitefly management in greengram ?,"recommended to spray thiamethoxam 25% wg (syngenta actara) 40 grams /200 litres of water / acre (0.2 gm/lt)
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray acetamiprid 20% sp (pride , tata manik) 40 grams  /200 litres of water /acre (0.2 gr/lt) 
అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి (aphid,jassid,whitefly,thrips,bph) 
or
recommended to spray dimethoate 30% ec (fmc roger) 400 ml /200 litres of water /acre (2 ml/lt)
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(bug,borers,flies,midge,thrips.aphid,weevil,jassid,mites,loopers,whitefly,leafminer,hoppers,scale) 



"
green gram  leaf crincle viral control management ?,"ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
"
farmer asked query on sucking pests management in greengram,"recommended to spray dimethoate (roger) 400 ml /200 litres of water /acre 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about weed management in greengram ?,"recommended to spray imazitapyr (basf - pursuit , weedblock) 200 ml/200 litres of water per acre 
ఇమజితాఫిర్ (పర్సుట్) 200 మిల్లి లీటర్లు   200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query on tobacco caterpillar management in greengram ,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on gram pod borer management in green gram,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query about pod borer management in green gram
","నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
వేప నూనె 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
"
"farmer asked query about powdery mildew management in green gram
","మైక్లోబుటనిల్ (ఇండెక్స్) 150 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి    
"
farmer asked query on weed managment in green gram,"కలుపు నివారణ అంతర కృషి
పెండిమేతలిన్ 30 శాతం ఎకరాకు 1 లీటర్ల చొప్పున విత్తిన వెంటనే గాని మరుసటి రోజు గాని పిచికారి చేయాలి . "
green gram pod borer control management ?,"క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query about catterpiller management in green gram
","--recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on fertilizer managment in green gram,"green gram  :
ఆఖరి దుక్కిలో : పశువుల ఎరువు : 2 ట / ఏ
యూరియా : 18 కేజీలు , ఫాస్ఫేట్ : 125 కేజీలు(విత్తనము చల్లే ముందు) or dap-1 bag
"
"farmer asked query about caterpillar & white fly management in green gram
","ఇండోక్సకార్బ్14.5%+ఎసిటామిప్రిడ్ 7.7% (గార్డా - కైట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   

"
"farmer asked query about fertilizer management in green gram
","యూరియా : 18 కేజీలు , పొటాష్ : 8 - 10 కే
"
"farmer asked query about white fly management in grren gram
","ఫ్లోనికామిడ్ (ఉలాల) 75  గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
farmer asked query about sucking pest masnage in green gram ?,"డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query caterpillar management in green gram ? ,"recommended to spray chlorpyrifos  (coraban/predator/altima) 500 ml/200 litres of water 
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query about  spotted bollworm management in greengram
","recommended to spray flubendamide + thiachloprid (belt expert) 80 ml/200 litres of water / acre 
ఫ్లూబెండమైడ్ + థియాక్లోప్రిడ్ (బెల్ట్  ఎక్స్పర్ట్) 80 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి  "
"farmer asked query about fertilizer management in greengram 
","recommended to spray  formula - 4   3 gram  / 1 liter of water  (600 grams/200 liter of water/ acre) ఫార్ములా -4  600 గ్రాములు / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి                      
"
"farmer asked query about aphids and white fly management in green gram
","recommended to spray bayer admire (imidacloprid 70% wg) 12-14 gr /200 litres of water /acre.
or
recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre
"
weed managmeent in green gram sown after 30 days crop ,recommended to do hand weeding. no herbicides recommended  in green gram sown after 30 days crop 
green gram leaf eating caterpillar management ?,ఇమామేక్టిమ్ బెంజోయిట్ 9 గ్రాములు   / 20 లీటర్ల నీటికి చొప్పున కలిపి పిచికారి చేయాలి .
midge fly on green gram,"recommended to spray carbosulfan (marshal ) 400ml /200 litres of water /acre 
కార్బోసల్ఫాన్ (మార్షల్ ) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query about post emergence weed management in green gram?
",recommended to wait 5 to 6 days for best result
farmer asked query about mite management in green gram ,"recommended to spray spiromesifen (oberon) 200ml /150 litres of water /acre    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
                                      or 
recommended to spray dimethoate  (roger) 400 ml /200 litres of water /acre డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి-"
farmer asked query about caterpillar  management in greengram ,"recommended to spray bifenthrin (markar) 400 ml /200 litres of water /acre  
  బైఫెన్ త్రిన్ 400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
                                                      or 
recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on whitefly management in greengram ,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked about avtar (technical content: hexaconazole 4 % + zineb 68 % wp) can use for leaf spot management,recommended to spray avtar (technical content: hexaconazole 4 % + zineb 68 % wp) 500ml per acrte
farmer asked about mite management in green gram,"recommended to spray  propargite  (omite/simba) 200 ml /200 litres of water / acre  
ప్రాపర్గైట్ (ఓమైట్) 200  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query aout weed management in green gram ?,"recommended to spray imazitapyr 200 ml/200 litres of water per acre . 
ఇమాజితాపైర్ 200 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .	
"
wilt management in green gram," recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.

"
farmer asked query on whitefly management in green gram?,"-recommended to spray profenofos  (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
-recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి.  

"
farmer asked query about  caterpillar management in greengram ?,"recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
after 7 days 
recommended to spray chlorpyrifos 20 ec(coraban/predator) 500 ml/200 litres of water (2.5 ml / 1 liter of water)
క్లోరోఫైరిఫాస్(కోరబాన్) 500 మిల్లిలీటర్లు/ 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.

"
farmer asked  query about white fly and spodoptera  management in green gram.,"recommended to spray dimethoate  (roger) 400 ml /200 litres of water /acre డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి-
"
farmer asked query about leaf spot management in green gram ?,"recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about caterpillar management in greengram ?,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about whitefly and caterpillar management in greengram ?,"recommended to apply cyantraniliprole (benevia) 240ml/200liter of water/acre
సైన్త్రనిలిప్రోల్ (బెనెవియా) 240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి - whitefly   
"
farmer asked query about white fly management in green gram ?,"క్లోతిడియాన్ (డాన్ టాప్) 20-25 గ్రాములు /200 లీటర్ల నీటికి  కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
or
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about pod borer management in green gram ,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water 
నోవాల్యూరాన్ 5.25% + ఎమామెక్టిన్ బెంజోయేట్ 0.9% (బారాజైడ్, upl-గుంథర్) 320 ml /acre/200lit నీరు పిచికారీ చేయడానికి సిఫార్సు చేయబడింది"
farmer asked query about powdery mildew management in green gram ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about mite and white fly management in greengram ,recommended to spray spiromesifen (oberon) 200ml /150 litres of water /acre    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked about  whitefly mangement in greengram,"recommended to spray pyriproxyfen 5% + diafenthiuron 25% se (gsp - slr 525) 2.5 ml / 1 litre of water 
పైరీప్రాక్సీఫేన్+ డైఫేన్తురాన్ (gsp - slr 525) 2.5 మిల్లి లీటర్లు / 1 లీటర్ నీటికి చొప్పున కలిపి పిచికారి చేయాలి (500 ml / 200 liters of water)"
"farmer asked query about aphids management in green gram
","డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
వేప నూనె 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)"
"farmer asked about  caterpillar management in greengram
",recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked  query about rust management in green gram.,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about reddening of leaves due to mixing of 4 chemicals for greengram.,recommended to spray sugar water or urea 2% @ 2 kg per 200 liters of water  
green gram rust  control management ?,"క్లోరోతలోనిల్ (కవాచ్ , జటాయు ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.

"
farmer asked query about can i mix weedicide with insecticide,do not mix weedicide with insecticide/fungicide
nagarjuna index myclobutanil 10% wp  dosage ? ,"recommended to dosage:
150 gm/acre"
green gram post emergence  weed management ? 15-20 days ,"ఇమజితాఫిర్ (పర్సుట్) 300-400 మిల్లి లీటర్లు   200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి

"
sucking pewst management in green gram,"recomended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
green gram yellow mosaic:  virus control management ?,installing yellow sticky traps @ 5 nos. / acreడైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
chlorpyriphos uses on crop plants,"chloro 50 contains chlorpyrifos 50 ec, which is effective in controlling cutworms, corn rootworms, cockroaches, grubs, flea beetles, flies, termites, fire ants ..."
farmer asked query on thrips and white flies management in green gram,"recommended to spray flonicamid (ulala) 75 grams /200 litres of water / acre   
ఫ్లోనికామిడ్ (ఉలాల) 75  గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about  powdery mildew management in greengram ?,"	recommended to spray myclobutanil ( nagarjuna- index ) 150gm /acre / 200 liters of water
or
recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్ (కాంటాఫ్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
green gram  cercospora leaf spot: control management ?,"ప్రొపికోనజోల్ (టిల్ట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
pest management in black gram and green gram crop,"recomended to spray:     
డెల్టామెత్రిన్ (డెసిస్) 500 మిల్లి లీటర్లు /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
(లేదా)
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి("
green gram mite control management ?,ప్రాపర్గైట్ (ఓమైట్) 200  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి  keefen  2 ml/ 1l of water & 400 ml / acre
rars narsapur green manure crop  medak  research station number ,rars narsapur green manure crop  medak  research station number  
