QueryText,KccAns
borers management red gram crop ,recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre   
"farmer asked query on weed management in empty filed
","recommended to spray paraquat 1 litre /  200 litres of water per acre  
పరాక్కుటు  1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	 "
farmer asked about fertilizers management in redgram,"regram ఖరీఫ్: ఆఖరి దుక్కిలో : పశువుల ఎరువు : 2 ట/ఏ, ఫాస్ఫేట్ 125kgs, యూరియా 18kgs వేయాలి
kharief: in the last plough: cattle manure: 2 t/acre, phosphate 125kgs, urea 18kgs should be applied.
"
farmer asked query about fertilizer management in red gram,"రాసాయనికి ఎరవులు : తొలకరి కందికి ఎకరాకు 8 కిలోల నత్రజని, 20 కిలోల భాస్వరంనిచ్చే ఎరవులు ఆఖరి దుక్కిలో వేసుకోవాలి, అనగా 18 కిలోల యూరియా, 125 కిలోల సింగల్ సూపర్ ఫాస్పెట్ లేదా 50 కిలోల డి.ఎ.పి.ని. వాడాలి. రబీ కందికి 16 కిలోల నత్రజని, 20 కిలోల భాస్వరంనిచ్చే ఎరువులు వేయాలి. భుసార పరీక్షా ఆధారంగా రసాయనిక ఎరువులు వేసుకోవాలి.

కంది మొక్కకు తొలి రోజులలో ఎక్కువ పోషకాలు ఆవశ్యకత వుంటుంది. కావున పూర్తి నత్రజని మరియు భాస్వరం ఏరవులను తప్పనిసరిగా విత్తనంతో పాటు గాని లేదా ఆఖరి దుక్కిలో గాని వేసుకోవాలి."
farmer asked query on weed management in redgram and soybean as intercrop ,"అంతరకృషి : విత్తిన 30 మరియు 60 రోజులకు గుంటకతో గాని, గొర్రుతో గాని, దంతె తోలి గాని అంతరకృషి చేయాలి. విత్తిన 60వ రోజు వరకు పైరులో కలుపు లేకుండా చూసుకోవాలి"
"farmer asked query on fertilizer management in redgram?
",recommended to apply urea - 10 - 17 kgs /acre 
root grub management in red gram?,recommended to apply carbofuran granules 3 g 2-3 kgs/acre
"farmer asked query about dry root rot management in redgram?
","recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
"farmer asked query about pest management in red gram
"," recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ."
"farmer asked query about disease management in red gram
","recommended to spray copper oxy chloride  (blitox)(blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 
"
farmer asked query about beetles management in redgram?,"recommended to spray chlorpyrifos 20ec (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి +recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  


"
farmer asked query about dry root rot disease management in red gram,"recommended to spray copper oxy chloride  (blitox, blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
faramer asked query about gaucho for seed tratment  in red gram ?,red gram - imidachloprid  (gaucho) -  5 to 8 ml / 1 kg seed(seed treatment)
"farmer asked query about weed management in red gram
",మొలకెత్తిన తరువాత : పైరు 20 రోజుల వయస్సులో వేడల్పాకు కలుపు లేత దశలో నివారణకు ఇమాజితాఫిర్ (వర్సుట్) ౩౦౦ మి.లీ. ఎకరాకు పిచికారి చేయాలి. గడ్డిజాతి కలువు మొక్కలు ఎక్కువగా ఉన్నచో క్విజాలోఫాప్-పి-ఇథైల్ 5% ఇ.సి. 400 మి.లీ. లేదా ప్రోపాక్విజాఫాప్ 10% ఇ.సి. 250 మి.లీ. లేదా ఫినాక్సాప్రాప్ ఇథైల్ 9.3% 250 మి.లీ. కలుపు మొక్కలు 3-4 ఆకుల దశలో ఉన్నప్పుడు 250 లీటర్ల నీటిలో కలిపి పిచికారి చేయాలి. కలుపు మందులు పిచికారి చేసేటప్పుడు భూమిలో తగు తేమ ఉండేలా చూసుకోవాలి.
farmer asked query about evergol xtend uses in redgram?,"no recommendation in redgram
evergol xtend usage & crops
recommended crops: soybean and groundnut
target pests: seed and seedling rot diseases
dosage: 1 ml / kg of seeds
method of application: seed treatment"
farmer asked query about narrow and broad leaf weed management in redgram,recommended to spray propaquizafop 2.5%+ imazethapyr 3.75% (adama -shaked) 800 ml /200 litres of water /acre
sucking pest managemenet in red gram?,recommended to spray spiromesifin (oberon ) 200 ml/acre
farmer asked query about  spotted pod borer management in redgram?,"
 recommended to spray thiodicarb (larvin) 300 gr /200 litres of water / acre   
థయోడికార్బ్ (లార్విన్) 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి

"
farmer asked query on caterpillar management in redgram ,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on leaf spot management in red gram ?,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query on aphids management in red gram ?,"recommended to spray imidacloprid (confidor) 60 ml/200 litres of water /acre 
ఇమిడాక్లోప్రిడ్ 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked about root rot management in redgram,"recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on  catgen chlorantraniliprole 18.5% sc usage & crops: ? ,"crops: suitable for paddy, tomato, brinjal, and similar crops.
application: ideal for preventive use or at the first sign of larvae infestation.
insects: larvae of rice stem borers, fruit borers, and other larvae affecting paddy, tomato, brinjal, etc."
farmer asked query about compatibility of   monocrotophos and acephate ?,మోనోక్రోటోఫాస్ మరియు ఎసిఫేట్ కలపడానికి మరియు పిచికారీ చేయడానికి అనుకూలంగా ఉంటాయి.
farmer asked query about whitefly and jassids prevention in redgram ?,"recommended to spray acetamiprid 20% sp (pride , tata manik) 40 grams  /200 litres of water /acre (0.2 gr/lt) 
అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి (aphid ,jassid, whitefly , thrips,bph) 
"
farmer asked query about gram pod borer and spotted pod borer management in redgram?," recommended to spray thiodicarb (larvin) 300 gr /200 litres of water / acre   
థయోడికార్బ్ (లార్విన్) 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి

"
farmer asked query about  spotted pod borer management in redgrm ?,"recommended to spray flubendamide + thiachloprid (belt expert) 80 ml/200 litres of water / acre 
ఫ్లూబెండమైడ్ + థియాక్లోప్రిడ్ (బెల్ట్  ఎక్స్పర్ట్) 80 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి  
"
farmer asked query on emamectin benzoate uses,"emamectin benzoate is an insecticide used to control a variety of pests in crops and fish farms: 
crop protection: used to control lepidopteran pests in vegetable, cotton, and tobacco crops. it's also used to protect pome fruits, leafy vegetables, and stem vegetables"
farmer asked about leaf folder  management in redgram,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  pod borer management in red gram ?,"-recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
-recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి.  "
farmer asked about spotted bollworm management in redgram,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
 borer management in red gram,--recommended to spray corabon 320 ml/acre 1.6 ml/1 ltr of water 160 ml/1/2 acre
farmer asked query about plume moth management in red gram ?,recommended to spray dimethoate  (roger) 400 ml /200 litres of water /acre డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query on root grub management in redgram,"recommended  to apply carbofuran 3g granules 8 to 10 kg per acre
కార్బోఫ్యూరాన్ 3 g గుళికలు  8 -10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
"
"farmer asked query about  caterpillar management in red gram
","recommended to spray novaluron 5.25% + emamectin benzoate 0.9% (barazide,  gunther ) 320ml/200 liter of water/acre
నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray  chlorantraniliprole + lambda-cyhalothrin (ampligo) 100 ml/200 liter of water/acre   
క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్ (అంప్లీగో) 100 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about gram pod borer management in red gram ?," recommended to spray chlorpyrifos  (coraban/predator/altima) 500 ml/200 litres of water 
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on leaf webber management in redgram ,"recommended to spray profenophos (curacron) 400 ml/200 litres of water / acre 
ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  gram pod borer  management in red gram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
or
recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin ) (ampligo) 100 ml / 150-200 lit water/acre  
అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 -200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 

or

recommended to spray  bayer fenos quick (flubendiamide 90 + deltamethrin 60 sc) 100 ml/acre/200 lit of water- "
farmer asked about spotted boll warm management in redgram,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about spotted pod borer management in pigeon pea ?,"ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on pod borer management in red gram ??,"-recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about spodoptera management in redgram ,"recommended to spray spinosad 45% sc (tracer) 60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about rot management due to rain,"recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about  spotted pod borer management in redgram ?," recommended to spray thiodicarb (larvin) 300 gr /200 litres of water / acre   
థయోడికార్బ్ (లార్విన్) 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
or
recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about borer mangement in redgram,recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query about cater pillar management in red gram ?,"recommended to spray acephate (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query about helicoverpa management in redgram ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
spotted pod borer management in red gram ,recommended to spray coragen 30-40 ml/acre
"farmer asked query about gram caterpillar management in redgram
","ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about dosage of gunther in redgram ?,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9% (barazide,  gunther ) 320ml/200 liter of water/acre
నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 320 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query about gram pod borer(helicoverpa) management in redgram ?,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray chlorpyrifos 50 ec(coraban/predator) 320 ml/200 litres of water ( 1.6 ml / 1 liter of water)
క్లోరోఫైరిఫాస్ (కోరబాన్) 320 మిల్లిలీటర్లు  / 200 లీటర్ల నీటికి చొప్పు న కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.

"
"farmer asked query about leaf folder management in red gram
","recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
(plethora-rice-175ml/acre-leaf folder) "
"farmer asked query about mixing of emamectin benzoate   with neem oil  in redgram?
","recommended to okay to mix the emamectin benzoate   with neem oil(కలపవచ్చు )

note :పై వాటితో ఇంపెల్ కలపకండి "
farmer asked query about spotted boll worm management in red gram ?,"నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్ (అంప్లీగో) 100 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on fruit borer management in redgram ,"recommended to spray profenophos (curacron) 400 ml/200 litres of water / acre 
ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked about spotted borer management in redgram,recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked query on spotted pod bore management in red gram ? ,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on chlorantraniliprole  (coragen) uses,"కోరాజెన్ 
కట్‌వార్మ్‌లు, బెర్తా ఆర్మీవార్మ్‌లు, మిడతలు, చిమ్మటలు, మిడ్జెస్, ఆర్మీవార్మ్‌లు, మొక్కజొన్న చెవి పురుగులు, డైమండ్‌బ్యాక్ మాత్‌లు, లీఫ్‌మైనర్ లార్వా, కొలరాడో బంగాళాదుంప బీటిల్స్ మరియు మరిన్ని వంటి అనేక పురుగులను నియంత్రించగలదు."
"farmer asked query about spotted pod borer management in redgram
","ఫ్లూబెండమైడ్ + థియాక్లోప్రిడ్ (బెల్ట్  ఎక్స్పర్ట్) 80 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
farmer asked query about blue butterfly management in red gram ?,"క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query about gram pod borer management in redgram ,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about leaf spot management in red gram ?,"recommended to spray  tebuconazole 50% + trifloxystrobin 25% w/w wg (bayer nativo) 140 - 160 grams / 200 liters of water/acre (rust,p.m,anthr)
టెబుకోనజోల్ 50% + ట్రైఫ్లోక్సీస్ట్రోబిన్ 25% wg (బెయర్  నాటివో) 140 - 160 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query caterpillar management in redgram ,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query about dosage of emamectin benzoate in redgram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on catterpiller management in red gram,recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked query on spotted pod borer management in paddy ? ,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
(or)
recommended to spray novaluron 5.25% + emamectin benzoate 0.9% (barazide,  gunther ) 320ml/200 liter of water/acre
నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  gram pod borer management in red gram,"
recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
spotted pod borer management in red  gram,recommended to spray thiodicarb (larvin) 300 gms/acre neem oil 1/2 ltr 
"farmer asked query about pod borer & pod fly management in redgram
","లుఫెనురోన్  5.4% ec (లురోన్) 500 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
                                                                   or
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on caterpillar & pod borer management in redgram,"recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on catterpiller management in  red gram
","recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query root rot management in red garm ? ,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ."
farmer asked query about  leaf webber and white fly management in redgram ,"recommended to spray spinosad  (tracer)  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
spotted pod borer management ,recommended to spray novaluron (remon ) 200-300 ml/acre
farmer asked about leaf webber management in redgram,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
"farmer asked query about disease management in red gram - wilt
","recommended to spray copper oxy chloride  (blitox) 600  gm /200 litres of water / acre (rots,wilt,bli,l.s) 
కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి (మొక్క మొదలు తడిచేలా పిచికారీ చేయండి)


"
"	farmer asked query about spotted po borer prevention in redgram?
","recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about prevebtion mesures for spotted pod borer in red gram ?,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query about leaf webber and helicoverpa management in redgram ,"recommended to spray spinosad 45% sc (tracer) 64ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked qury about leaf spot management in red gram ?,"recommended to spray carbendazim 12%+mancozeb 63%wp (upl saaf) 400 gm / 200 lit of water /acre (l.s,bla,rust)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query  about spotted boll worm management in red gram ?,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9% (barazide,  gunther ) 320ml/200 liter of water/acre
నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about white fly  management in redgram ,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
red gram  spotted pod borer management ,-
"call is disconnected due to technical issue in the system
?????????? ???????? ????? ??????? ???? ???????????? ?????????
","call is disconnected due to technical issue in the system
సిస్టమ్‌లో సాంకేతిక సమస్య కారణంగా కాల్ డిస్‌కనెక్ట్ చేయబడింది
"
red gram spotted bollworm management ,- 
"farmer asked query about  podfly management in redgram
","recommended to spray acephate (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి("
farmer asked query about caterpillar management in red gram?,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on flower drop management in redgram,"recommended to spray naphthalene acetic acid (planofix) 40 ml / 200 litres of water 
పూత పిందె రాలకుండా - నాప్తలీన్ అసిటిక్ ఆసిడ్ (ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరాకు పిచికారి చేయాలి 
"
