QueryText,KccAns
"farmer asked query about pre emergence weed management in black gram
","recommended to spray pendimethalin 30% (stamp) 1 litre /200 litres of water/ acre 
పెండిమెథాలిన్ (స్టాంప్) 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked about hopper management in greengram,"recommended to spray fipronil +imidacloprid (police,lesenta) 100gm/ 200 liter of water/ acre
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query to recover from higher  control higher dosage in black gram,spray sugar water 2 kg of sugar/ acre
"farmer asked query about herbicide phytotoxicity management in black gram
","యూరియా 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)   
"
farmer asked query about whitefly and aphid management in blackgram ?,"recommended to spray thiamethoxam 25% wg (syngenta actara)  40 grams /200 litres of water / acre (0.2 gm/lt)
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram spotted pod borer control management ?,"నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about weed management in black gram ?,"recommended to spray pendimethalin 30% (stamp) 1 litre /200 litres of water/ acre 
పెండిమెథాలిన్ (స్టాంప్) 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about powdery mildew management in blackgram?,"recommended to spray myclobutanil (nagarjuna - index) 150 gm / 200 lt of water / acre (p.m,rust,canker)      
మైక్లోబుటనిల్ (ఇండెక్స్) 150 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి    
"
black gram fertilizer management ?,సింగల్ సూపర్ ఫాస్ఫేట్ 100 కిలోలుం ఒక ఎకరానికి చల్లుకోవాలి. 
sarmer asked query about caterpillar prevention in blackgram ?,"recommended to spray azadirhachtin 5 ml / 1 litre of water (1500 ppm) 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
"farmer asked query about weed  management in black gram
","మొలకెత్తిన తర్వాత :
పైరు విత్తిన 20 రోజులలో వెడల్పాకు కలుపు నివారణకు ఇమజితాఫిర్ (పర్సుట్) 300 మి. లీ. ఎకరాకు లేదా గడ్డిజాతి కలుపు నివారణకు ఎకరాకు 400 మి.లీ. క్విజాలఫాప్ ఇథైల్ (టర్గానూపర్) లేదా ప్రొఫాక్విజాఫాప్ 10% ఇసి 250 మి.లీ. పిచికారి చేయాలి. కలుపు మందులు పిచికారి చేసేటప్పుడు నేలలో తగు తేమ ఉండేలా చూసుకోవాలి"
tilt + emamectin benzoate compatibility ?,recommended to  do test & spray 
"farmer asked query about caterpillar management in black gram
","recommended to spray novaluron (remon) 300 ml/200 litres of water 
or
recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water 
"
"farmer asked query about fertilizer management in blackgram
","ఆఖరి దుక్కిలో : పశువుల ఎరువు : 2 ట / ఏ
యూరియా : 18 కేజీలు , ఫాస్ఫేట్ : 125 కేజీలు(విత్తనము చల్లే ముందు)
"
"farmer asked query about tobacco caterpillar management in blackgram
","నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 320 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about fertilizer management in black gram and green gram,recommended to urea-20kg + dap- 20kg /acre in black gram and green gram
 black gram root rot and leaf blight: control management ?,spot drenching with carbendazim 50 wp @ 1 gm/ lit basal application of neem cake @ 150 kg/ha
farmer asked query on pod borer management in blackgram,"recommended to spray profenofos  (curacron) 400 ml/200 litres of water /  acre 
ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
black gram white fly control management ?,"వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి(aphid,jassid,whitefly,thrips,bph,dbm)  
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
black gram post emergence weed management ?,"recommended to spray imazitapyr (basf - pursuit , weedblock) 300- 400 ml/200 litres of water per acre 
ఇమజితాఫిర్ (పర్సుట్) 300-400 మిల్లి లీటర్లు   200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query about leaf eating  caterpillar management in black gram

",recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
black gram crop for pheromone traps control the pest?,recommended to  pheromone traps  control the  lepidopterous pests
black gram  rust /leaf spot control management ?,"టెబుకోనజోల్ 50% + ట్రైఫ్లోక్సీస్ట్రోబిన్ 25% wg (బెయర్  నాటివో) 160 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలిహెక్సాకొనజోల్ (కాంటాఫ్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
farmer asked about ssp contains which major elements?,"ssp is a straight phosphatic multi-nutrient fertilizer which contains 16% water soluble p2o5, 12% sulphur, 21% calcium and some other essential micro nutrients in small pro"
farmer asked query about reddening of leaves due to high dosage of weedicide in blackgram.,recommended to spray sugar water @ 2kg per 200 liters of water or urea 2% -2 kg per 200 liters of water per acre 
farmer asked query on post emergence herbicide in black gram ?,"recommended to spray imazitapyr (pursuit) 200 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 200 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query about weed management in blackgram ?,"recommended to spray imazitapyr (basf - pursuit , weedblock) 200 ml/200 litres of water per acre 
ఇమజితాఫిర్ (పర్సుట్) 200 మిల్లి లీటర్లు   200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
black gram spotted pod   borer  control management ?,"నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 320 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on weed management in black gram- 15- 20 days old crop,"recommended to spray propaquizafop 10% ec (agil) 250 ml/200 litres of water /acre
 ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  "
farmer asked about wilt management in black gram,"recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
farmer asked query about curacron dosage ?,"ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
kirari fungicide information,kirari fungicide గడువు తేదీ అయిపోయినవి వాడకుండా ఉంటే మంచిది
farmer asked query about caterpillar management in black gram ?,"recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
recommended to spray emamectin benzoate (proclaim , missile) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .

"
farmer asked query about post emergence narrow leaf weed management in blackgram,"recommended to spray quizalofop-p-ethyl (targa super) 400 ml/200 litres of water
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query about caterpillar management in blackgram
",ఇండాక్సకార్బ్ (అవంత్) 200మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
pride +nagasra compatibility ? ," black gram crop అసిటామిప్రైడ్ (ప్రైడ్) 40-60  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి( for larger areas, apply 40 to 60 grams per acre as a foliar spray.  spray separately "
farmer asked query about spotted pod borer prevention in blackgram ?,"recommended to spray dimethoate 30% ec (fmc roger) 400 ml /200 litres of water /acre (2 ml/lt)
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query about powdery mildew and leaf spot  management in blackgram?,"recommended to spray hexaconazole (contaf , hexafine) 400 ml /200 litres of water / acre (l.s,bli,d.back,d.m)  
హెక్సాకొనజోల్ (కాంటాఫ్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
syngenta karate insecticide spraying  crop damage control management ?,"పంచదార 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)    
"
farmer asked query about anthracnose management in black gram ? ,"recommended to spray metalaxyl 8% +mancozeb 64% wp (indfil - matco) 1 kg / 200 litres of water /acre (d.m,d.off,l.bli,black shank,rust,rot)
మెటలాక్సీల్ + మాంకోజెబ్ (ఇండీఫైల్  - మాట్కో) 1 కిలో / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
"farmer asked query about wilt management in blackgram
","కాపర్ ఆక్సీక్లోరైడ్ 600 గ్రాములు + స్టెఫ్టోసైక్లిన్ 20 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
black sucking pest  &  white fly  control management ?,"వేప నూనె 1 /2 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(2-3 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
black gram leaf spot control management ?,"ప్రొపికోనజోల్ (టిల్ట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
black gram post emergence weed management ? ,"క్విజలోఫాప్-పి -ఇథైల్ (టర్గా సూపర్) 400  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about anthracnose management in black gram ?,"recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
azoxystrobin+tebuconazole (కస్టోడియా) 240 ml/200 లీటర్ల నీరు / ఎకరానికి పిచికారీ చేయడానికి సిఫార్సు చేయబడింది"
black gram cuscuta weed management ? 25 days ,recommended to hand weeding is the best method 
farmer asked query on gram pod borer  management in black gram ?,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
weather can we spray salt water in 4 leaft stage in black gram crop to avoid paddy seed germination ,recomended not to spray salt water in black gram4 leaf stage crop to avoid paddy seed germination 
disease management in black gram ,"recommended to spray  
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి (లేదా ) ట్రైజోఫాస్ (హోస్టథియోన్) 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   "
farmer asked query about white fly management in black gram ?,"recommended to spray dimethoate 30% ec (fmc roger) 400 ml /200 litres of water /acre (2 ml/lt)
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query on disease managment in blackgram,"recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్ (కస్టోడియ) 240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about sucking pest management and caterpillar management in black gram ?,"ఇండోక్సకార్బ్14.5%+ఎసిటామిప్రిడ్ 7.7% (గార్డా - కైట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
or
మోనోక్రోటోపాస్ (నువక్రోన్) 400  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query on thrips management in black gram ?,"-recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ."
farmer asked about  borer  management in black gram and bhindi,"recommended to spray flubendiamide  20wg (nichino- katana,takumi) 125 grams /200 litres of water /  acre  
ఫ్లూబెండమైడ్ (నిచినో- కటన ,టకుమీ) 125 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer sked query about caterpillar management in black gram ?,"(coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
or

నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on spotted pod borer management in redgram ,"recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on single super phosphate dosage in black gram,recommended to single super phosphate dosage in black gram-50-100 kg/acre
farmer asked query about dry root rot management in black gram ?,"recommended to spray carbendazim 12%+mancozeb 63%wp (upl saaf) 400 gm / 200 lit of water /acre (l.s,bla,rust)
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
black gram fertilizer schedule management ?,"సమగ్ర ఎరువుల యాజమాన్యంసేంద్రీయ ఎరువులు
చివరి దుక్కిలో ఎకరాకు 2 టన్నుల పశువుల ఎరువు వేసుకోవాలి. ముందు పంట మోళ్ళను రోటావేటర్ తో భూమిలో కలియదున్నాలి.

జీవన ఎరువులు
రైజోబియం కల్చర్ ను విత్తనానికి పట్టించి ఉపయోగించవలెను. 100 మి.లీ. నీటిలో 10 గ్రా.ల పంచదార లేదా బెల్లం లేదా గంజి పౌడర్ ను కలిపి 10 నిమిషాలు మరగబెట్టి చల్లర్చవలెను. చల్లార్చిన ద్రావణం 8 కిలోల వితనలపై చల్లి దానికి 200 గ్రా. రైజోబియం కల్చర్ పొడిని బాగా కలియబెట్టి విత్తనం చుట్టూ పొరలా ఏర్పడేటట్లుగా జాగ్రత్త వహించవలెను. ఈ పక్రియను పాలిథీన్ సంచులను ఉపయోగించి చేసుకోవలెను. రైజోబియం పట్టించిన విత్తనాన్ని నీడలో ఆరబెట్టి విత్తుకోవాలి.

ఎకరాకు 2 కిలోల ఫాస్పోబ్యాక్టర్ ను 200 కిలోల సేంద్రీయ ఎరువుతో కలిపి దుక్కిలో గాని, విత్తనం విత్తేటప్పుడు గాని సాళ్ళలో పడేటట్లు వేసుకొనవలెను. ఈ ఎరువు భూమిలోని మొక్కలకు లభ్యoకాని రూపంలో ఉన్న భాస్వరమును లభ్యమగు రూపంలోకి మర్చి మొక్కలకు అందుబటులోకి తెచ్చును.

రసాయనికి ఎరువులు
ఎకరాకు 8 కిలోల నత్రజని, 20 కిలోల భాస్వరం నిచ్చే ఎరువులు ఆఖరి దుక్కిలో వేసుకోవాలి. అనుగా 18 కిలోల యూరియా, 125 కిలోల సింగిల్ సూపర్ ఫాస్ఫేట్ లేదా 50 కిలోల డి.ఎ.పి.ని వాడాలి. వరి తర్వాత మాగాణిలో విత్తుకున్నప్పుడు ఎరువులు వేయడం వీలుపడదు. అవసరం మేరకు పోషకాలను పై పాటుగా పిచికారి ద్వారా అందించాలి. భూసార పరీక్షా ఆధారంగా సిఫార్సు మేరకు రసాయనికి ఎరువులు వేయాలి.

"
farmer asked about leaf spot management in lilli,"recommended to spray carbendazim +mancozeb (saaf) 400gm / 200 lit of water /acre
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
azadirhachtin (neem  oil ) dosage ,"వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)
"
farmer asked query on nutrient management in blackgram ,"recommended to spray potassium nitrate 13-0-45  5 grams/1 liter of water (1kg/acre/200 lt of water)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
recommended to spray agrominimax 600 grams / 200 liter of water 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  "
farmer asked query about caterpillar management in blackgram?,"
recommended to spray emamectin benzoate (proclaim , missile) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
"farmer asked about tobacco caterpillar management in black gram
","recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
black gram leaf eating caterpillar / borer  control management ?,"వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి) డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about powdery mildew management in black gram,nissodium : 120ml/acre
farmer asked query about seed treatment in black gram ?,"first step : 
కాప్టాన్ / థైరమ్ / మాంకోజెబ్ 3 గ్రాములు / కార్బెండజిం 1 గ్రాము/ ఒక కిలో విత్తనానికి కలిపి  విత్తన శుద్ధి చేయాలి

second step : 
ఇమిడాక్లోప్రిడ్ 5 మి.లీ/  ఒక కిలో విత్తనానికి లేదా థయోమోథాక్సమ్ 5 మి.లీ/  ఒక కిలో విత్తనానికి కలిపి  విత్తన శుద్ధి చేయాలి.

"
black gram disease management ,లీటరు నీటికి 2.5 గ్రా. మాంకోజేబ్ లేదా 1 గ్రా. క్లోరోథాలోనిల్ లేదా1 గ్రా. కార్బ్oడాజిమ్ లేదా 1 గ్రా. థయోఫానేట్ 
farmer asked query about spodoptera management in blackgram ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
                                                                or 
recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)"
farmer asked query on post emergency weed management in black gram?,"-recommended to spray imazitapyr (pursuit) 200 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 200 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query about herbicide toxicity in blackgram
","యూరియా 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)
పంచదార 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)    
   
"
farmer asked query about weedicide phytotoxicity in blackgram,"యూరియా 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)   
పంచదార 10 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (2 కేజీలు/ఎకరానికి)    
"
farmer asked query about powdery mildew and leaf spot management in blackgram ?,"
recommended to spray hexaconazole 4% + zineb 68%wp (indofil avtar) 500 grams / 200 litres of water /acre (s.bli,br.s,bla,scab,spots,bli,p.m,rots) 
హెక్సాకొనజోల్ + జినెబ్ (అవతార్) 500 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query about pod borer  management in blackgram ,recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"farmer asked query about sucking pest management in black gram
","recommended to spray difenthiuron 50% wp (syngenta pegasus) 240 gm /150 litres of water /acre (1.6 gm/lt)
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు / 150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి(aphid,jassid,whitefly,thrips,bph,dbm)  
"
black gram pest management ,recomended to spray: ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query about sucking pest management in black gram ?,"డైనిటోఫురన్ (ఒషీన్,టోకెన్) 80 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query about sucking pest  and caterpillar management in blackgram
",లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% (అలికా) 80 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
farmer asked query about  post emergence broad leaf management in blackgram ,"recommended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query about yellow mosaic virus management in blackgram ?,"recommended to spray fipronil 5% sc  (bayer regent) 400 ml / 200 litres of water /acre (2 ml/lt)   
ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
root rot management in black gram and sesamum,కాపర్ ఆక్సీక్లోరైడ్ (బ్లెయిటాక్స్) 600 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
black gram leaf eating caterpillar  /pod borer control management ?,"ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
"farmer asked query about weed management in black gram?
 ","recommended to spray  upl iris (sodium acifluorfen 16.5% + clodinafop propargyl 8% ec) -400 ml/200 litres of water /acre
or
pariflex
fluazifop-p-butyl 11.1% + fomesafen 11.1% sl​​ 400ml/200 leter of water/acre

"
farmer asked query about sucking pest and caterpillar management in black gram?,"recommended to spray dimethoate (roger) 400 ml /200 litres of water /acre 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి+recommended to spray azadirhachtin (neem  oil) 1 litre / 200 litres of water /acre(1500 ppm)
వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి(5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి)


"
farmer asked about weed management in blackgram ,"quizalofop-p-ethyl (dhanuka -targa super) 400 ml,propaquizapop ( agil)  250 m,fenoxaprop-p-ethyl (vip super/puma super) 250 ml 
"
farmer asked query about sucking pest  and caterpillar management in blackgram ,"recommended to spray  quinalphos 25% ec (ekalux) 300ml to 400ml /200 liter of water/acre
"
leaf folder management in black gram?,recommended to spray dimethoate  (rogore ) 400 ml/acre  2 ml/1 ltr of water
farmer asked query about wilt management in black gram?,"కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
black gram  white fly management ,-
